shader_slot,selector,base_name,render_bucket,slot,uv,hidden,artist_name,semantic_portrait_id,portrait_status,activity,channels,formula_ids,formula_expressions,notes,transport_profile_id
cutout_tnt.sps > DiffuseSampler,cutout_tnt.sps,default_tnt,3,DiffuseSampler,0,False,Базовый цвет,SEM_44A8211FFB386091,resolved,active,"{""A"": ""Surface alpha; в CUTOUT также источник alpha-test."", ""RGB"": ""Базовый цвет поверхности. DXBC не доказывает transfer-функцию исходного DDS.""}",F_SURFACE_ALPHA | F_TINT_PALETTE,"T=TintPaletteSampler(Colour0.B,tintPaletteSelector.X); albedo=DiffuseSampler.RGB×T.RGB | surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha",,DIFFUSE_RGBA_AUTO
cutout_tnt.sps > TintPaletteSampler,cutout_tnt.sps,default_tnt,3,TintPaletteSampler,,False,Палитра оттенков,SEM_5882847584F3EEED,resolved,active,"{""A"": ""В проверенном основном deferred lit-пути не используется."", ""RGB"": ""Палитровый RGB-множитель albedo.""}",F_TINT_PALETTE,"T=TintPaletteSampler(Colour0.B,tintPaletteSelector.X); albedo=DiffuseSampler.RGB×T.RGB",Координаты формируются из Colour0.B и tintPaletteSelector.X; это не обычная UV-текстура.,PALETTE_RGBA8
cutout_um.sps > DiffuseSampler,cutout_um.sps,default_um,3,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal.sps > DiffuseSampler,decal.sps,decal,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_amb_only.sps > DiffuseSampler,decal_amb_only.sps,decal_amb_only,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_3B0F343B44595192,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Входит в 1-dot(RGB,AmbientDecalMask).""}",F_ALPHA | F_AMBIENT_DECAL,"alpha_surface = Diffuse.A * Colour0.A * globalAlpha | blend=saturate(1-dot(Diffuse.rgb,AmbientDecalMask.xyz))*Diffuse.a*Colour0.a*globalAlpha*gAmbientOcclusionEffect.x",,LINEAR_RGBA_BC3
decal_diff_only_um.sps > DiffuseSampler,decal_diff_only_um.sps,decal_diff_only_um,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_dirt.sps > DiffuseSampler,decal_dirt.sps,decal_dirt,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_82ABD083B6BDDB1E,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Умножается на Colour0.RGB и входит в DirtDecalMask dot.""}",F_ALPHA | F_DIRT_DECAL,"alpha=dot((Diffuse.rgb*Colour0.rgb),DirtDecalMask.xyz) | alpha_surface = Diffuse.A * Colour0.A * globalAlpha",,DIFFUSE_RGBA_AUTO
decal_emissive_only.sps > DiffuseSampler,decal_emissive_only.sps,decal_emissive_only,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_emissivenight_only.sps > DiffuseSampler,decal_emissivenight_only.sps,decal_emissivenight_only,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_glue.sps > DiffuseSampler,decal_glue.sps,decal_glue,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_normal_only.sps > DiffuseSampler,decal_normal_only.sps,decal_normal_only,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_6D18F6D65E68296A,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Не пишется; карта нужна главным образом как alpha mask normal decal.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,LINEAR_RGBA_BC3
decal_normal_only.sps > BumpSampler,decal_normal_only.sps,decal_normal_only,2,BumpSampler,0,False,Нормаль / упакованная высота,SEM_08027913C4D72BDC,resolved,active,"{""A"": ""Маска blend/записи normal-only decal."", ""B"": ""Не является отдельным художественным каналом в этих branches."", ""RG"": ""Tangent-space normal XY после remap; масштабируется bumpiness.""}",F_NORMAL | F_NORMAL_ONLY_ALPHA,"Nxy = (2*Bump.RG-1) * max(bumpiness, 0.001) | normal_write_alpha=BumpSampler.A*DiffuseSampler.A*Colour0.A*globalAlpha",,NORMAL_XY_AUTO
decal_normal_spec_um.sps > DiffuseSampler,decal_normal_spec_um.sps,decal_normal_spec_um,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_normal_spec_um.sps > BumpSampler,decal_normal_spec_um.sps,decal_normal_spec_um,2,BumpSampler,0,False,Нормаль / упакованная высота,SEM_716E7D47E446AA46,resolved,active,"{""A"": ""Обычная normal ветка A не читает."", ""B"": ""Не является отдельным художественным каналом в этих branches."", ""RG"": ""Tangent-space normal XY после remap; масштабируется bumpiness.""}",F_NORMAL,"Nxy = (2*Bump.RG-1) * max(bumpiness, 0.001)",,NORMAL_XY_AUTO
decal_normal_spec_um.sps > SpecSampler,decal_normal_spec_um.sps,decal_normal_spec_um,2,SpecSampler,0,False,Блик (specular),SEM_840D1A0C69E3B2FE,resolved,active,"{""A"": ""Линейный exponent/falloff; при detail также A_detail."", ""B"": ""Линейный weighted intensity через specMapIntMask.B."", ""G"": ""Квадратится; weighted intensity через specMapIntMask.G; у spec-only ещё blend alpha."", ""R"": ""Квадратится; weighted intensity через specMapIntMask.R.""}",F_SPEC,"S=(Spec.R^2,Spec.G^2,Spec.B,Spec.A); I=dot(S.rgb,specMapIntMask.xyz)*specularIntensityMult; P=S.a*specularFalloffMult",,LINEAR_RGBA_BC3
decal_shadow_only.sps > DiffuseSampler,decal_shadow_only.sps,decal_shadow_only,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_spec_only.sps > DiffuseSampler,decal_spec_only.sps,decal_spec_only,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_C4A823C09A445CEE,resolved,inactive,"{""A"": ""Не задаёт blend; alpha берётся из SpecSampler.G²."", ""RGB"": ""Не читается как цвет: DECAL_SPEC_ONLY возвращает нулевой diffuse.""}",,,,SKIP_INACTIVE
decal_spec_only.sps > SpecSampler,decal_spec_only.sps,decal_spec_only,2,SpecSampler,0,False,Блик (specular),SEM_3735A2D94A77DAE6,resolved,active,"{""A"": ""Линейный exponent/falloff; при detail также A_detail."", ""B"": ""Линейный weighted intensity через specMapIntMask.B."", ""G"": ""Квадратится; weighted intensity через specMapIntMask.G; у spec-only ещё blend alpha."", ""R"": ""Квадратится; weighted intensity через specMapIntMask.R.""}",F_SPEC | F_SPEC_ONLY_ALPHA,"S=(Spec.R^2,Spec.G^2,Spec.B,Spec.A); I=dot(S.rgb,specMapIntMask.xyz)*specularIntensityMult; P=S.a*specularFalloffMult | alpha=(SpecSampler.G)^2",,TODO_SPECIAL_SPEC_BA
decal_tnt.sps > DiffuseSampler,decal_tnt.sps,decal_tnt,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
decal_tnt.sps > TintPaletteSampler,decal_tnt.sps,decal_tnt,2,TintPaletteSampler,,False,Палитра оттенков,SEM_55CA30E417FD7662,resolved,active,"{""A"": ""Сэмплируется в float4, но отдельное художественное использование A в этом path не доказано."", ""RGB"": ""Множитель albedo после point/clamp palette lookup.""}",F_TINT,"Tint=TintPaletteSampler(float2(Colour0.B,tintPaletteSelector.X)); Albedo.rgb*=Tint.rgb",,PALETTE_RGBA8
default.sps > DiffuseSampler,default.sps,default,0,DiffuseSampler,0,False,Базовый цвет,SEM_9B2FFD437A334725,resolved,active,"{""A"": ""Surface alpha; в CUTOUT также источник alpha-test."", ""RGB"": ""Базовый цвет поверхности. DXBC не доказывает transfer-функцию исходного DDS.""}",F_SURFACE_ALPHA,surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha,,DIFFUSE_RGBA_AUTO
default_detail.sps > DiffuseSampler,default_detail.sps,default_detail,0,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
